Date,Open,High,Low,Close,Adj Close,Volume
2000-01-28,112.750000,114.187500,110.062500,111.562500,82.713448,6669400
2000-01-31,111.375000,112.812500,109.625000,112.250000,83.223152,6202700
2000-02-01,112.375000,113.437500,109.125000,110.000000,81.554993,7304700
2000-02-02,112.000000,115.812500,110.375000,113.500000,84.149895,7707700
2000-02-03,115.000000,117.500000,114.062500,117.125000,86.837486,6213800
2000-02-04,118.187500,118.437500,114.812500,115.625000,85.725426,5405300
2000-02-07,116.000000,116.875000,113.125000,114.125000,84.613297,5779500
2000-02-08,116.937500,119.000000,116.187500,118.812500,88.181381,5464300
2000-02-09,119.000000,119.750000,117.000000,117.375000,87.114479,5374700
2000-02-10,117.687500,119.125000,116.875000,119.125000,88.413300,4446600
2000-02-11,119.062500,119.437500,114.562500,115.375000,85.630081,5749400
2000-02-14,116.000000,116.375000,114.500000,116.062500,86.140327,4544000
2000-02-15,115.875000,117.437500,113.875000,117.125000,86.928902,5177500
2000-02-16,116.500000,117.312500,115.250000,115.750000,85.908409,3966900
2000-02-17,116.500000,118.875000,115.750000,116.750000,86.650604,5237500
2000-02-18,115.250000,115.937500,111.500000,112.500000,83.496284,7673400
2000-02-22,112.000000,113.437500,108.750000,111.000000,82.383026,7654800
2000-02-23,110.500000,110.500000,108.500000,108.750000,80.713089,7435300
2000-02-24,108.812500,111.000000,108.187500,110.500000,82.011917,9112000
2000-02-25,109.875000,109.875000,104.937500,108.000000,80.156433,10312200
2000-02-28,104.625000,106.500000,103.937500,104.500000,77.558784,8479900
2000-02-29,105.562500,105.562500,100.937500,102.750000,76.259964,10484900
2000-03-01,102.000000,105.500000,100.062500,100.250000,74.404457,10807800
2000-03-02,100.500000,105.437500,99.500000,103.125000,76.538300,11192900
2000-03-03,107.250000,110.000000,106.062500,108.000000,80.156433,10162800
2000-03-06,109.937500,111.000000,101.000000,103.062500,76.491882,10747400
2000-03-07,106.000000,107.000000,101.687500,103.000000,76.445511,10035100
2000-03-08,103.000000,106.875000,102.750000,106.250000,78.857628,8376400
2000-03-09,106.500000,108.000000,104.125000,108.000000,80.156433,6334100
2000-03-10,107.625000,109.000000,105.000000,105.250000,78.115456,7093200
2000-03-13,104.000000,109.000000,102.500000,107.687500,79.924492,7871000
2000-03-14,107.750000,110.000000,107.375000,108.625000,80.620308,7973700
2000-03-15,107.500000,108.250000,106.125000,107.000000,79.414261,5665900
2000-03-16,109.000000,109.812500,107.875000,109.000000,80.898643,6622500
2000-03-17,108.250000,111.687500,107.687500,110.000000,81.640800,8857300
2000-03-20,110.000000,113.375000,109.937500,112.750000,83.681847,6563500
2000-03-21,112.812500,114.687500,111.937500,113.500000,84.238472,6771600
2000-03-22,114.500000,115.375000,113.875000,114.250000,84.795143,6137800
2000-03-23,115.875000,115.875000,111.625000,115.250000,85.537270,6492400
2000-03-24,115.375000,122.250000,115.062500,120.625000,89.526573,12125600
2000-03-27,125.000000,128.250000,124.625000,126.875000,94.165276,11862900
2000-03-28,125.750000,127.000000,122.062500,122.500000,90.918182,8149600
2000-03-29,122.312500,122.437500,118.500000,119.000000,88.320534,7312300
2000-03-30,118.875000,123.000000,118.687500,122.750000,91.103752,9158000
2000-03-31,122.625000,123.750000,117.062500,118.375000,87.856651,8015200
2000-04-03,120.000000,122.375000,119.437500,122.000000,90.547112,7715600
2000-04-04,121.500000,126.937500,115.062500,121.187500,89.944077,16667200
2000-04-05,120.500000,125.750000,119.750000,125.000000,92.773689,8693500
